"id","name","normalized_name","gender"
3899,"Turks","turks","Unknown"
3900,"Marriage Counselor","marriage counselor","Unknown"
3901,"Jackson Browne","jackson browne","Unknown"
3902,"Busboys","busboys","Unknown"
3903,"Farty","farty","Unknown"
3904,"O.J.","oj","Unknown"
3905,"Pax Announcer","pax announcer","Unknown"
3906,"Silver-haired Woman","silver-haired woman","Unknown"
3907,"Jim Proudfoot","jim proudfoot","Unknown"
3908,"Junior Dandy Chief","junior dandy chief","Unknown"
3909,"Venus Flytrap","venus flytrap","Unknown"
3910,"Beautiful Woman","beautiful woman","Unknown"
3911,"Jethro","jethro","Unknown"
3912,"Granny","granny","Unknown"
3913,"Hot Woman","hot woman","Unknown"
3914,"Elmo","elmo","Unknown"
3915,"Godfather","godfather","Unknown"
3916,"Homer Doll","homer doll","Unknown"
3917,"Don Castellaneta","don castellaneta","Unknown"
3918,"Younger Mobster","younger mobster","Unknown"
3919,"Death","death","Unknown"
3920,"Frankie the Squealer","frankie the squealer","Unknown"
3921,"Swedish Scientist","swedish scientist","Unknown"
3923,"Young Professor Frink","young professor frink","Unknown"
3924,"Jennifer Garner","jennifer garner","Unknown"
3925,"Dudley Herschbach","dudley herschbach","Unknown"
3926,"Oscar De La Hoya","oscar de la hoya","Unknown"
3927,"Fbi Agent","fbi agent","Unknown"
3928,"Asian Woman","asian woman","Unknown"
3929,"Federal Agent","federal agent","Unknown"
3930,"Female Prisoners","female prisoners","Unknown"
3931,"Second Prisoner","second prisoner","Unknown"
3932,"Prison Bus Driver","prison bus driver","Unknown"
3933,"Other Prisoners","other prisoners","Unknown"
3934,"First Prisoner","first prisoner","Unknown"
3935,"French Teacher","french teacher","Unknown"
3936,"Michael Moore","michael moore","Unknown"
3937,"Boy Student","boy student","Unknown"
3938,"Dad #2","dad 2","Unknown"
3939,"Alien Rock Band","alien rock band","Unknown"
3940,"Museum-goers","museum-goers","Unknown"
3941,"Edwina","edwina","Unknown"
3942,"Tony Blair","tony blair","Unknown"
3943,"English Gentleman","english gentleman","Unknown"
3944,"Concierge","concierge","Unknown"
3945,"J.K. Rowling","jk rowling","Unknown"
3946,"Squeaky-Voiced British Teen","squeaky-voiced british teen","Unknown"
3947,"Judi Dench","judi dench","Unknown"
3948,"Gentleman #1","gentleman 1","Unknown"
3949,"GENTLEMAN #2","gentleman 2","Unknown"
3950,"Lord Daftwager","lord daftwager","Unknown"
3951,"Evan Marriott","evan marriott","Unknown"
3952,"Sir Ian McKellen","sir ian mckellen","Unknown"
3953,"Deep British Voice","deep british voice","Unknown"
3954,"Courtroom","courtroom","Unknown"
3955,"Young Girl In Crowd","young girl in crowd","Unknown"
3922,"Frink Senior","frink senior","Male"
3852,"Grady","grady","Male"
3956,"Second Guard","second guard","Unknown"
3957,"Sparkly Elves","sparkly elves","Unknown"
3958,"Madonna","madonna","Unknown"
3959,"HOMER-ISH WOMAN'S VOICE","homer-ish womans voice","Unknown"
3960,"Abbey","abbey","Unknown"
3961,"Cucumber Moses","cucumber moses","Unknown"
3962,"Candy Ball","candy ball","Unknown"
3963,"Grant Connor","grant connor","Unknown"
3964,"Care Bear","care bear","Unknown"
3965,"Prostitute","prostitute","Unknown"
3966,"2nd Peddler","2nd peddler","Unknown"
3967,"1st Construction Worker","1st construction worker","Unknown"
3968,"2nd Construction Worker","2nd construction worker","Unknown"
3969,"Ultrasound Woman","ultrasound woman","Unknown"
3970,"Jeremy","jeremy","Unknown"
3971,"Diane","diane","Unknown"
3972,"Beach Boys Experience","beach boys experience","Unknown"
3973,"Curb Re-painter","curb re-painter","Unknown"
3974,"Kathy","kathy","Unknown"
3975,"Holiday Special Announcer","holiday special announcer","Unknown"
3976,"Soulful Prune","soulful prune","Unknown"
3977,"Classy Clerk","classy clerk","Unknown"
3978,"Talking Astrolabe","talking astrolabe","Unknown"
3979,"REDNECK RADIO DJ","redneck radio dj","Unknown"
3980,"Country Singer","country singer","Unknown"
3981,"BACKUP SINGERS","backup singers","Unknown"
3982,"ASTROLABE","astrolabe","Unknown"
3983,"Jimmy Stewart Puppet","jimmy stewart puppet","Unknown"
3984,"Cartoon Announcer","cartoon announcer","Unknown"
3985,"Mr. McGrew","mr mcgrew","Unknown"
3986,"Bob Cratchett","bob cratchett","Unknown"
3987,"Ghost Of Xmas Past","ghost of xmas past","Unknown"
3988,"Sitcom Character","sitcom character","Unknown"
3989,"Ebenezer Urkel","ebenezer urkel","Unknown"
3990,"Mr. Sulu","mr sulu","Unknown"
3991,"Mr. Scott","mr scott","Unknown"
3992,"Pregnant Woman","pregnant woman","Unknown"
3993,"Wildlife Host","wildlife host","Unknown"
3994,"HANK HILL","hank hill","Unknown"
3996,"Gerbil","gerbil","Unknown"
3997,"Kids Chorus","kids chorus","Unknown"
3998,"Helpful Bear","helpful bear","Unknown"
3999,"Concert Announcer","concert announcer","Unknown"
4000,"Tinky Winky","tinky winky","Unknown"
4001,"Concert Crowd","concert crowd","Unknown"
4002,"Kid Crowd","kid crowd","Unknown"
4003,"Afghani Man","afghani man","Unknown"
4004,"Most Of Crowd","most of crowd","Unknown"
4005,"Speak 'n' Spell","speak n spell","Unknown"
4006,"Perverts","perverts","Unknown"
4007,"Tobacco Lobbyist","tobacco lobbyist","Unknown"
4008,"Mother On Ad","mother on ad","Unknown"
4009,"Actress In Blue Wig","actress in blue wig","Unknown"
4010,"""Yeeeessss"" Man","yeeeessss man","Unknown"
4011,"Bike Guy","bike guy","Unknown"
4012,"Macho Tv Announcer","macho tv announcer","Unknown"
4013,"ROBOT WARS ANNOUNCER #2","robot wars announcer 2","Unknown"
4014,"ROBOT WARS ANNOUNCER #1","robot wars announcer 1","Unknown"
4015,"Knockahomer","knockahomer","Unknown"
4016,"Scary Robot","scary robot","Unknown"
4017,"Security Voice","security voice","Unknown"
4018,"Esme Delacroix","esme delacroix","Unknown"
4019,"Boris","boris","Unknown"
4020,"Siren","siren","Unknown"
4021,"Bartleby","bartleby","Unknown"
4022,"Leezakiah","leezakiah","Unknown"
4023,"Temperance","temperance","Unknown"
4024,"Captain Mordecai","captain mordecai","Unknown"
4025,"CYRUS MANLEY","cyrus manley","Unknown"
4026,"Jealousy","jealousy","Unknown"
4027,"Honesty","honesty","Unknown"
4028,"Conscience","conscience","Unknown"
4029,"Libido","libido","Unknown"
4030,"Thomas Pynchon","thomas pynchon","Unknown"
4031,"Springfieldites","springfieldites","Unknown"
4032,"Ashley Olsen","ashley olsen","Unknown"
4033,"Mary-Kate Olsen","mary-kate olsen","Unknown"
4034,"Elderly Librarian","elderly librarian","Unknown"
4036,"MARGARINE OF ARAGON","margarine of aragon","Unknown"
4037,"Court Herald","court herald","Unknown"
4038,"Royal Physician","royal physician","Unknown"
4039,"Prince Bart","prince bart","Unknown"
4040,"Margarine","margarine","Unknown"
4041,"Thomas More","thomas more","Unknown"
4042,"Barrister","barrister","Unknown"
4043,"Anne Boleyn","anne boleyn","Unknown"
4044,"Archbishop Lovejoy","archbishop lovejoy","Unknown"
4045,"Jane Seymour","jane seymour","Unknown"
4046,"Next Wife #2","next wife 2","Unknown"
4047,"Next Wife #3","next wife 3","Unknown"
4048,"Anne of Cleves","anne of cleves","Unknown"
4049,"Advisor Moe","advisor moe","Unknown"
4050,"Chief Homer","chief homer","Unknown"
4051,"Sacagawea","sacagawea","Unknown"
4052,"Charbonneau","charbonneau","Unknown"
4053,"Explorers","explorers","Unknown"
4054,"Mozart","mozart","Unknown"
4055,"Salieri","salieri","Unknown"
4056,"RAINER WOLFCASTLE","rainer wolfcastle","Unknown"
4057,"Fops","fops","Unknown"
4058,"Emperor Joseph II","emperor joseph ii","Unknown"
4059,"Knight Chorus","knight chorus","Unknown"
4035,"Henry VIII","henry viii","Male"
4060,"LADIES IN WAITING CHORUS","ladies in waiting chorus","Unknown"
4061,"Female Soloist","female soloist","Unknown"
4062,"Fop #1","fop 1","Unknown"
4063,"Fop #2","fop 2","Unknown"
4064,"Chancellor Smithers","chancellor smithers","Unknown"
4065,"Beethoven","beethoven","Unknown"
4066,"Crazies","crazies","Unknown"
4067,"Isabel Sanford","isabel sanford","Unknown"
4068,"'70s Announcer","70s announcer","Unknown"
4069,"Paul Lynde","paul lynde","Unknown"
4070,"Nadia Comaneci","nadia comaneci","Unknown"
4071,"Lancelot Link","lancelot link","Unknown"
4072,"K.I.T.T.","kitt","Unknown"
4073,"Salem the Cat","salem the cat","Unknown"
4074,"Mr. Ed","mr ed","Unknown"
4075,"Woman Bystander","woman bystander","Unknown"
4076,"SCRATCHY'S FACE","scratchys face","Unknown"
4077,"Indigent Man","indigent man","Unknown"
4078,"""Yesss"" Man","yesss man","Unknown"
4079,"Airline Employee","airline employee","Unknown"
4080,"Boy #2","boy 2","Unknown"
4081,"Cap City Boys","cap city boys","Unknown"
4082,"Little Milhouse","little milhouse","Unknown"
4083,"Indigent Woman","indigent woman","Unknown"
4084,"Miss Wickerbottom","miss wickerbottom","Unknown"
4085,"Phonic Frog","phonic frog","Unknown"
4087,"Ticket Vendor","ticket vendor","Unknown"
4088,"Creepy Little Girl","creepy little girl","Unknown"
4089,"Mysterious Noise","mysterious noise","Unknown"
4090,"Sec Agent #1","sec agent 1","Unknown"
4091,"Sec Agent #2","sec agent 2","Unknown"
4092,"Committee Chairwoman","committee chairwoman","Unknown"
4093,"Congressional Committee","congressional committee","Unknown"
4094,"Arties","arties","Unknown"
4095,"Female Ticket Vendor","female ticket vendor","Unknown"
4096,"Human Senator","human senator","Unknown"
4097,"2nd Voice","2nd voice","Unknown"
4098,"Enormous Robot","enormous robot","Unknown"
4099,"Miner Father","miner father","Unknown"
4100,"Jason","jason","Unknown"
4101,"Jim-Jam","jim-jam","Unknown"
4102,"Wise Alien","wise alien","Unknown"
4103,"Geeky Programmer","geeky programmer","Unknown"
4104,"Man In Suit","man in suit","Unknown"
4105,"Vintner","vintner","Unknown"
4106,"RANDALL","randall","Unknown"
4107,"Randall Curtis","randall curtis","Unknown"
4108,"Germans","germans","Unknown"
4109,"Alcoholics","alcoholics","Unknown"
4110,"Kyle","kyle","Unknown"
4111,"Greeter","greeter","Unknown"
4112,"Store Employee","store employee","Unknown"
4113,"Juvies","juvies","Unknown"
4114,"Crowd Of Mice","crowd of mice","Unknown"
4115,"Juvie #1","juvie 1","Unknown"
4117,"Girl Juvies","girl juvies","Unknown"
4118,"Boy Juvie","boy juvie","Unknown"
4119,"Juvie #2","juvie 2","Unknown"
4120,"Juvie Girl","juvie girl","Unknown"
4121,"Female Alien","female alien","Unknown"
4122,"Blacksmith","blacksmith","Unknown"
4123,"Skinner On Plaque","skinner on plaque","Unknown"
4124,"CYBORG SPIDER MRS. SKINNER","cyborg spider mrs skinner","Unknown"
4125,"Wedding Guests","wedding guests","Unknown"
4126,"White Rabbit","white rabbit","Unknown"
4127,"Hulk","hulk","Unknown"
4128,"Klingons","klingons","Unknown"
4129,"PRINCIPAL SKINNER CT","principal skinner ct","Unknown"
4130,"Klingon #1","klingon 1","Unknown"
4131,"Klingon #2","klingon 2","Unknown"
4132,"Convention Freak","convention freak","Unknown"
4133,"Klingon Wedding Minister","klingon wedding minister","Unknown"
4134,"Unrecognizable Simpsons","unrecognizable simpsons","Unknown"
4135,"Uncle Tyrone","uncle tyrone","Unknown"
4136,"Ryan O'Neal","ryan oneal","Unknown"
4137,"Ali McGraw","ali mcgraw","Unknown"
4138,"Miami Passengers","miami passengers","Unknown"
4139,"Fit Man","fit man","Unknown"
4140,"10 Years Younger Homer","10 years younger homer","Unknown"
4141,"10 Years Younger Marge","10 years younger marge","Unknown"
4142,"Female Gate Announcer","female gate announcer","Unknown"
4143,"1st Class Stewardess","1st class stewardess","Unknown"
4144,"Hotel Operator","hotel operator","Unknown"
4145,"Young Wife","young wife","Unknown"
4146,"Young Husband","young husband","Unknown"
4147,"Animal Character","animal character","Unknown"
4148,"Widow #1","widow 1","Unknown"
4149,"Widow #2","widow 2","Unknown"
4150,"Widows","widows","Unknown"
4151,"Attractive Widow","attractive widow","Unknown"
4152,"Raoul","raoul","Unknown"
4153,"American Skipper","american skipper","Unknown"
4154,"Canadian Skipper","canadian skipper","Unknown"
4155,"AMERICAN/CANADIAN SKIPPERS","americancanadian skippers","Unknown"
4156,"Contestant #1","contestant 1","Unknown"
4157,"Contestant #2","contestant 2","Unknown"
4158,"Farmer Billy","farmer billy","Unknown"
4159,"Pig Owner","pig owner","Unknown"
4160,"Salad","salad","Unknown"
4161,"Nichelle Nichols","nichelle nichols","Unknown"
4162,"Pie #1","pie 1","Unknown"
4163,"Pie #2","pie 2","Unknown"
4086,"Simon","simon","Male"
4167,"Girl Scout","girl scout","Unknown"
4168,"Dalai Lama","dalai lama","Unknown"
4170,"10-Year-Old Lenny","10-year-old lenny","Unknown"
4171,"10-Year-Old Carl","10-year-old carl","Unknown"
4172,"T.J.","tj","Unknown"
4173,"Ms. Killebrew","ms killebrew","Unknown"
4174,"TEN-YEAR-OLD MARGE","ten-year-old marge","Unknown"
4175,"Young Helen","young helen","Unknown"
4176,"Homer's Mind","homers mind","Unknown"
4177,"Marge's Mind","marges mind","Unknown"
4178,"Guard On Walkie-talkie","guard on walkie-talkie","Unknown"
4179,"Junkies","junkies","Unknown"
4180,"Barney's Voice","barneys voice","Unknown"
4181,"Managing Editor","managing editor","Unknown"
4182,"Eager Young Reporter","eager young reporter","Unknown"
4183,"GOLF-COURSE EMPLOYEE","golf-course employee","Unknown"
4184,"Other Golfers","other golfers","Unknown"
4186,"Elderly Southern Senator","elderly southern senator","Unknown"
4187,"Other Senators","other senators","Unknown"
4188,"Aide #1","aide 1","Unknown"
4189,"Aide #2","aide 2","Unknown"
4190,"Swat Team Leader","swat team leader","Unknown"
4191,"Detainee #1","detainee 1","Unknown"
4192,"Detainee #3","detainee 3","Unknown"
4193,"U.S. Constitution","us constitution","Unknown"
4194,"Bill O' Rights","bill o rights","Unknown"
4195,"Old Coot","old coot","Unknown"
4196,"Young Guard","young guard","Unknown"
4197,"Immigration Officer","immigration officer","Unknown"
4198,"Girlfriend","girlfriend","Unknown"
4199,"Cartoon Eagle","cartoon eagle","Unknown"
4200,"NVA SGT.","nva sgt","Unknown"
4201,"Alien Boss","alien boss","Unknown"
4202,"Harlot","harlot","Unknown"
4205,"Dr. Bartley","dr bartley","Unknown"
4206,"Cockney Woman","cockney woman","Unknown"
4207,"Peter Pan","peter pan","Unknown"
4208,"Purveyor","purveyor","Unknown"
4209,"Stool","stool","Unknown"
4210,"Mao","mao","Unknown"
4211,"Ebenezer Burns","ebenezer burns","Unknown"
4212,"Addicts","addicts","Unknown"
4213,"Lord Mayor Quimby","lord mayor quimby","Unknown"
4214,"Pleasant Female Voice","pleasant female voice","Unknown"
4215,"Blackula","blackula","Unknown"
4216,"2nd Homer","2nd homer","Unknown"
4217,"Potluckers","potluckers","Unknown"
4218,"Marge's Face","marges face","Unknown"
4219,"Billy Bullion Cube","billy bullion cube","Unknown"
4220,"STUART","stuart","Unknown"
4221,"James Caan","james caan","Unknown"
4222,"Head Judge","head judge","Unknown"
4223,"Twinkle the Kidd","twinkle the kidd","Unknown"
4224,"PRINGLES-TYPE MAN","pringles-type man","Unknown"
4225,"Koobler Dwarf","koobler dwarf","Unknown"
4226,"Food Icons","food icons","Unknown"
4227,"Eight-year-old Girl","eight-year-old girl","Unknown"
4228,"Eight-year-old Girl's Friend","eight-year-old girls friend","Unknown"
4229,"Male Clerk","male clerk","Unknown"
4230,"Reflection","reflection","Unknown"
4231,"Mr. Muntz","mr muntz","Unknown"
4232,"News Crew Member #1","news crew member 1","Unknown"
4233,"News Crew Member #2","news crew member 2","Unknown"
4235,"Bob Dylan","bob dylan","Unknown"
4236,"Teenage Moe","teenage moe","Unknown"
4237,"Lisa's Reflection","lisas reflection","Unknown"
4238,"Hard-bitten Man","hard-bitten man","Unknown"
4239,"Conf. Delegate","conf delegate","Unknown"
4240,"Man Caught In Lava","man caught in lava","Unknown"
4241,"SPONGE BOB","sponge bob","Unknown"
4242,"Sgt. Activity","sgt activity","Unknown"
4243,"Lt. Adventure","lt adventure","Unknown"
4244,"Exhibitor #1","exhibitor 1","Unknown"
4245,"Exhibitor #3","exhibitor 3","Unknown"
4246,"Retailers","retailers","Unknown"
4248,"Chum","chum","Unknown"
4249,"Homer's Muzzle","homers muzzle","Unknown"
4250,"Employment Counselor","employment counselor","Unknown"
4251,"Border Agent","border agent","Unknown"
4252,"Canadians","canadians","Unknown"
4253,"Pharmacist","pharmacist","Unknown"
4254,"U.S. Border Guard","us border guard","Unknown"
4255,"2nd U.S. Border Guard","2nd us border guard","Unknown"
4256,"Los Jacquitos Leader","los jacquitos leader","Unknown"
4257,"Mountie","mountie","Unknown"
4258,"Canadian Official #1","canadian official 1","Unknown"
4259,"Canadian Official #2","canadian official 2","Unknown"
4260,"Server #1","server 1","Unknown"
4261,"Server #2","server 2","Unknown"
4262,"Health Inspector","health inspector","Unknown"
4263,"New Health Inspector","new health inspector","Unknown"
4264,"Loan Officer","loan officer","Unknown"
4265,"Drunks","drunks","Unknown"
4266,"Three Of Diamonds","three of diamonds","Unknown"
4267,"Five Of Diamonds","five of diamonds","Unknown"
4268,"Jack Of Clubs","jack of clubs","Unknown"
4269,"Eight Of Clubs","eight of clubs","Unknown"
4204,"Eliza","eliza","Female"
4169,"10-Year-Old Homer","10-year-old homer","Male"
4185,"Nash Castor","nash castor","Male"
4203,"Inspector Wiggum","inspector wiggum","Male"
4247,"Goose Gladwell","goose gladwell","Male"
4270,"Jack Of Diamonds","jack of diamonds","Unknown"
4271,"SQUEAKY-VOICED TEEN ATTENDANT","squeaky-voiced teen attendant","Unknown"
4272,"Toddler","toddler","Unknown"
4273,"MOE-BIRD","moe-bird","Unknown"
4274,"Moe's Thoughts","moes thoughts","Unknown"
4275,"France","france","Unknown"
4276,"Japan","japan","Unknown"
4277,"Botswana","botswana","Unknown"
4278,"Antarctica","antarctica","Unknown"
4279,"Italian Tour Guide","italian tour guide","Unknown"
4280,"Italian Plumber","italian plumber","Unknown"
4281,"AFRICAN-AMERICAN MAN","african-american man","Unknown"
4282,"Deion Overstreet","deion overstreet","Unknown"
4283,"Grandson","grandson","Unknown"
4284,"Grandfather","grandfather","Unknown"
4285,"Timmy","timmy","Unknown"
4286,"LeBron James","lebron james","Unknown"
4287,"Michelle Kwan","michelle kwan","Unknown"
4288,"Yao Ming","yao ming","Unknown"
4289,"Mr. Burns Logo","mr burns logo","Unknown"
4290,"Captain McCallister's Head","captain mccallisters head","Unknown"
4291,"Espn-style Anchorman #1","espn-style anchorman 1","Unknown"
4292,"Espn-style Anchorman #2","espn-style anchorman 2","Unknown"
4293,"Warren Sapp","warren sapp","Unknown"
4294,"Tom Brady","tom brady","Unknown"
4295,"Huge Man #1","huge man 1","Unknown"
4296,"Commissioner","commissioner","Unknown"
4297,"Texas Owner","texas owner","Unknown"
4298,"Nfl Film-type Announcer","nfl film-type announcer","Unknown"
4299,"Different Man","different man","Unknown"
4300,"Super Bowl Crowd","super bowl crowd","Unknown"
4301,"Game Show Audience","game show audience","Unknown"
4302,"Anchorman","anchorman","Unknown"
4303,"Alcatraaaz","alcatraaaz","Unknown"
4304,"Woman In Crowd","woman in crowd","Unknown"
4305,"50 Cent","50 cent","Unknown"
4306,"FAMILIAR VOICE","familiar voice","Unknown"
4307,"Deputy","deputy","Unknown"
4308,"Bart on Tape","bart on tape","Unknown"
4309,"Tailor","tailor","Unknown"
4310,"Needy Woman","needy woman","Unknown"
4311,"Posse","posse","Unknown"
4312,"HOWELL HUSER","howell huser","Unknown"
4313,"Kitchen Wizard","kitchen wizard","Unknown"
4314,"Calypso Singer","calypso singer","Unknown"
4315,"Calypso Chorus","calypso chorus","Unknown"
4316,"Veronica","veronica","Unknown"
4317,"Homers","homers","Unknown"
4318,"Leslie","leslie","Unknown"
4319,"Ranger Johnson","ranger johnson","Unknown"
4320,"Store Manager","store manager","Unknown"
4321,"Backpack","backpack","Unknown"
4322,"Gary Busey","gary busey","Unknown"
4323,"Dutchwoman","dutchwoman","Unknown"
4324,"Frenchman","frenchman","Unknown"
4325,"SIX-YEAR-OLD-BART","six-year-old-bart","Unknown"
4326,"4-Year-Old Lisa","4-year-old lisa","Unknown"
4327,"Robert Wagner","robert wagner","Unknown"
4328,"Active Woman","active woman","Unknown"
4329,"Mr. Zhao","mr zhao","Unknown"
4330,"Chinese Dragon","chinese dragon","Unknown"
4331,"Red Dragon","red dragon","Unknown"
4332,"Chinese Pilot","chinese pilot","Unknown"
4333,"Chinese Co-pilot","chinese co-pilot","Unknown"
4334,"Functionary","functionary","Unknown"
4336,"Barbarian","barbarian","Unknown"
4337,"2nd Barbarian","2nd barbarian","Unknown"
4338,"Chinese Uncle Ben","chinese uncle ben","Unknown"
4339,"Chinese Willy","chinese willy","Unknown"
4340,"Chinese Announcer","chinese announcer","Unknown"
4341,"Disgruntled Audience Member","disgruntled audience member","Unknown"
4342,"Disgruntled Audience Member #2","disgruntled audience member 2","Unknown"
4343,"Disgruntled Audience Member #3","disgruntled audience member 3","Unknown"
4344,"Chinese Acrobats","chinese acrobats","Unknown"
4345,"Ling","ling","Unknown"
4346,"Chinese Man","chinese man","Unknown"
4347,"Chinese Guard #1","chinese guard 1","Unknown"
4348,"Chinese Guard #2","chinese guard 2","Unknown"
4349,"David Silverman","david silverman","Unknown"
4350,"Muscular Homer","muscular homer","Unknown"
4351,"Brenda","brenda","Unknown"
4352,"Roger","roger","Unknown"
4353,"Fashionable Lady","fashionable lady","Unknown"
4354,"Andrew Jackson","andrew jackson","Unknown"
4355,"New England Rv-er","new england rv-er","Unknown"
4356,"Martha","martha","Unknown"
4357,"Southern Rv-er","southern rv-er","Unknown"
4358,"Jesus","jesus","Unknown"
4359,"Rv-ers","rv-ers","Unknown"
4360,"Square Dance Caller","square dance caller","Unknown"
4361,"Suv Families","suv families","Unknown"
4362,"Turkish Captain","turkish captain","Unknown"
4363,"Turkish Crewman","turkish crewman","Unknown"
4364,"Male Tenor","male tenor","Unknown"
4365,"Springfield Billy","springfield billy","Unknown"
4366,"Female Theatergoer","female theatergoer","Unknown"
4367,"Snobby Older Male Theatergoer","snobby older male theatergoer","Unknown"
4368,"Snobby Theatergoers","snobby theatergoers","Unknown"
4369,"Basketball Player","basketball player","Unknown"
4370,"Oboist","oboist","Unknown"
4371,"Frank Gehry","frank gehry","Unknown"
5087,"ALEPPO","aleppo","Unknown"
4372,"Shelbyvillians","shelbyvillians","Unknown"
4373,"Officer Krackney","officer krackney","Unknown"
4376,"Jenda","jenda","Unknown"
4378,"Teenage Nelson","teenage nelson","Unknown"
4379,"Sherri's Belly","sherris belly","Unknown"
4380,"Terri's Belly","terris belly","Unknown"
4381,"Assistant Principal Kearney","assistant principal kearney","Unknown"
4382,"Teenage Ralph","teenage ralph","Unknown"
4383,"Angry Rainbows","angry rainbows","Unknown"
4384,"Teenage Martin","teenage martin","Unknown"
4385,"Robo-Wiggum","robo-wiggum","Unknown"
4387,"MOE-CLONE","moe-clone","Unknown"
4388,"Uni-clams","uni-clams","Unknown"
4389,"Sad Uni-clam","sad uni-clam","Unknown"
4390,"Spider Moe","spider moe","Unknown"
4391,"Graduates","graduates","Unknown"
4392,"Teenage Sherri","teenage sherri","Unknown"
4393,"50-ish Lisa","50-ish lisa","Unknown"
4394,"50-ish Milhouse","50-ish milhouse","Unknown"
4395,"VICE-PRESIDENT CLETUS","vice-president cletus","Unknown"
4396,"Knockers Waitress","knockers waitress","Unknown"
4397,"President Homer","president homer","Unknown"
4398,"Record","record","Unknown"
4399,"Brooklyn Private","brooklyn private","Unknown"
4400,"Sergeant Skinner","sergeant skinner","Unknown"
4401,"Stapled Soldier","stapled soldier","Unknown"
4402,"Army Men","army men","Unknown"
4403,"Vending Machine","vending machine","Unknown"
4404,"Vending Machine #2","vending machine 2","Unknown"
4406,"German Backpacker","german backpacker","Unknown"
4407,"Female German Backpacker","female german backpacker","Unknown"
4408,"German Student","german student","Unknown"
4409,"Sadistic German Backpacker","sadistic german backpacker","Unknown"
4410,"Clarissa Wellington","clarissa wellington","Unknown"
4411,"Cameron Winklevoss","cameron winklevoss","Unknown"
4412,"TEENAGE P.A.","teenage pa","Unknown"
4413,"Bored Voice","bored voice","Unknown"
4414,"10-year-old-girl","10-year-old-girl","Unknown"
4415,"Photography Club","photography club","Unknown"
4416,"Buddhist Monk","buddhist monk","Unknown"
4417,"Anguished Woman","anguished woman","Unknown"
4418,"MAN IN DEVIL SUIT","man in devil suit","Unknown"
4419,"Marine Biologist","marine biologist","Unknown"
4420,"Bookstore Clerk","bookstore clerk","Unknown"
4421,"EURO-TRASH VOICE","euro-trash voice","Unknown"
4422,"ARCHANGEL","archangel","Unknown"
4423,"Demon","demon","Unknown"
4424,"Dean Martin","dean martin","Unknown"
4425,"Public Radio Announcer","public radio announcer","Unknown"
4426,"Female Radio Host","female radio host","Unknown"
4427,"Stefan Whitmore","stefan whitmore","Unknown"
4428,"Bohemian-looking Man","bohemian-looking man","Unknown"
4429,"Goat","goat","Unknown"
4430,"Katja","katja","Unknown"
4431,"Vicki","vicki","Unknown"
4432,"Male Crowd","male crowd","Unknown"
4433,"Clay","clay","Unknown"
4434,"Humbleton Passersby","humbleton passersby","Unknown"
4435,"Humbleton Man","humbleton man","Unknown"
4436,"Humbleton Woman","humbleton woman","Unknown"
4437,"Jason Bateman","jason bateman","Unknown"
4438,"Sister Thomasina","sister thomasina","Unknown"
4440,"Sean's Dad","seans dad","Unknown"
4441,"Young Sean","young sean","Unknown"
4442,"St. Sebastian","st sebastian","Unknown"
4443,"Dying Soldier","dying soldier","Unknown"
4444,"Church Women","church women","Unknown"
4445,"Croquet Player #1","croquet player 1","Unknown"
4446,"Croquet Player #2","croquet player 2","Unknown"
4447,"Emcee","emcee","Unknown"
4448,"Pious Riot","pious riot","Unknown"
4449,"Band Member","band member","Unknown"
4450,"Band Members","band members","Unknown"
4451,"1st Leader","1st leader","Unknown"
4452,"2nd Leader","2nd leader","Unknown"
4453,"1st Army","1st army","Unknown"
4454,"2nd Army","2nd army","Unknown"
4455,"Oakland Player","oakland player","Unknown"
4456,"1st Actress","1st actress","Unknown"
4457,"2nd Actress","2nd actress","Unknown"
4458,"Character","character","Unknown"
4459,"SEA CREATURE","sea creature","Unknown"
4460,"Caleb Thorn","caleb thorn","Unknown"
4461,"MANATEE","manatee","Unknown"
4462,"Victor","victor","Unknown"
4463,"Uncle John","uncle john","Unknown"
4464,"Aunt Kathy","aunt kathy","Unknown"
4465,"Randy","randy","Unknown"
4466,"Jet Skier #1","jet skier 1","Unknown"
4467,"Jet Skier #2","jet skier 2","Unknown"
4468,"Jet Skiers","jet skiers","Unknown"
4469,"Vampire Puppet","vampire puppet","Unknown"
4470,"Frederick Ives Hologram","frederick ives hologram","Unknown"
4471,"Katherine Blodgett Hologram","katherine blodgett hologram","Unknown"
4472,"Alexander Graham Bell Hologram","alexander graham bell hologram","Unknown"
4473,"Elisha Gray Hologram","elisha gray hologram","Unknown"
4405,"Tab Spangler","tab spangler","Male"
4439,"Father Sean","father sean","Male"
4386,"Bender","bender","Male"
4474,"Museum Head","museum head","Unknown"
4475,"SHADOWY CREATURE","shadowy creature","Unknown"
4476,"Plant Monster","plant monster","Unknown"
4477,"Pane Of Glass","pane of glass","Unknown"
4478,"Shrimp Monster","shrimp monster","Unknown"
4479,"Milton Burkhart","milton burkhart","Unknown"
4480,"Gravedigger Billy","gravedigger billy","Unknown"
4481,"Cowboy In Black","cowboy in black","Unknown"
4482,"Ben Cartwright","ben cartwright","Unknown"
4483,"Child Therapist","child therapist","Unknown"
4484,"2-Year-Old Bart","2-year-old bart","Unknown"
4485,"Grandmotherly Woman","grandmotherly woman","Unknown"
4486,"Bart Spider","bart spider","Unknown"
